Nation,State,County,Place,Latitude,Longitude,Elevation (meters)
United States of America,California,Modoc,California Pines,41.411651,-120.660449,1343
United States of America,California,Modoc,Canby,41.447718,-120.884341,1355
United States of America,California,Modoc,Cedarville,41.528044,-120.174782,1446
United States of America,California,Modoc,Daphnedale Park,41.508886,-120.550672,1357
United States of America,California,Modoc,Eagleville,41.319025,-120.114603,1413
United States of America,California,Modoc,Fort Bidwell,41.86298,-120.158897,1605
United States of America,California,Modoc,Lake City,41.646002,-120.225506,1373
United States of America,California,Modoc,Likely,41.225338,-120.503274,1345
United States of America,California,Modoc,Lookout,41.210008,-121.15451,1268
United States of America,California,Modoc,New Pine Creek,41.987315,-120.300887,1446
United States of America,California,Modoc,Newell,41.889826,-121.367441,1229
United States of America,California,Modoc,Newell,41.7135485,-121.3194733,
United States of America,California,Modoc,Surprise Valley,41.5761782,-120.0968999,
United States of America,California,Mono,Aspen Springs,37.550001,-118.708699,2887
United States of America,California,Mono,Benton,37.818928,-118.484447,2352
United States of America,California,Mono,Bridgeport,38.256145,-119.212284,2368
United States of America,California,Mono,Chalfant,37.510496,-118.375084,1961
United States of America,California,Mono,Coleville,38.583293,-119.515959,2237
United States of America,California,Mono,Crowley Lake,37.569293,-118.74642,2449
United States of America,California,Mono,June Lake,37.767723,-119.10216,3232
United States of America,California,Mono,Lee Vining,37.954643,-119.122126,2783
United States of America,California,Mono,Mammoth Lakes,37.7612087,-118.6557979,
United States of America,California,Mono,Mammoth Lakes,37.636893,-118.978915,2437.534424
United States of America,California,Mono,McGee Creek,37.572676,-118.790994,3186
United States of America,California,Mono,Mono City,38.041184,-119.146606,2247
United States of America,California,Mono,North Mono,38.3533033,-119.2639533,
United States of America,California,Mono,Paradise,37.482854,-118.602213,1822
United States of America,California,Mono,Sunny Slopes,37.569376,-118.675837,2205
United States of America,California,Mono,Swall Meadows,37.506059,-118.642658,3406
United States of America,California,Mono,Topaz,38.658809,-119.527396,1723
United States of America,California,Mono,Walker,38.534051,-119.458178,2160
United States of America,California,Monterey,Aromas,36.8872295,-121.639604,49.88766098
United States of America,California,Monterey,Big Sur,36.2170525,-121.7232152,
United States of America,California,Monterey,Boronda,36.697797,-121.671204,14.70440865
United States of America,California,Monterey,Bradley,35.862967,-120.802698,166.3103485
United States of America,California,Monterey,Carmel Valley,36.3913637,-121.6806215,
United States of America,California,Monterey,Carmel Valley Village,36.477473,-121.729832,119.0073318
United States of America,California,Monterey,Carmel-by-the-Sea,36.5176049,-121.8888833,
United States of America,California,Monterey,Carmel-by-the-Sea,36.554552,-121.921174,69.18278503
United States of America,California,Monterey,Castroville,36.7638822,-121.7973384,
United States of America,California,Monterey,Castroville,36.764915,-121.753504,7.46638155
United States of America,California,Monterey,Chualar,36.570034,-121.515511,36.9090004
United States of America,California,Monterey,Del Monte Forest,36.5750755,-121.9372795,116.5619659
United States of America,California,Monterey,Del Rey Oaks,36.59506,-121.839043,34.88762665
United States of America,California,Monterey,Elkhorn,36.810806,-121.718531,76.84222412
United States of America,California,Monterey,Gonzales,36.5497179,-121.435605,
United States of America,California,Monterey,Gonzales,36.508713,-121.442644,40.91600037
United States of America,California,Monterey,Greenfield,36.323156,-121.244718,86.91500092
United States of America,California,Monterey,Greenfield,36.3445599,-121.2467936,
United States of America,California,Monterey,King City,36.211251,-121.127907,100.4013214
United States of America,California,Monterey,King City,36.208771,-121.1524106,
United States of America,California,Monterey,Las Lomas,36.865421,-121.734016,11.29720211
United States of America,California,Monterey,Lockwood,35.941175,-121.080142,304
United States of America,California,Monterey,Marina,36.677353,-121.772891,46.81586075
United States of America,California,Monterey,Monterey,36.60001,-121.890605,3.920616865
United States of America,California,Monterey,Moss Landing,36.8065835,-121.7860075,2.221224308
United States of America,California,Monterey,Pacific Grove,36.619065,-121.921025,43.26723862
United States of America,California,Monterey,Pajaro,36.899488,-121.749283,7.946727753
United States of America,California,Monterey,Pajaro,36.8455506,-121.7812899,
United States of America,California,Monterey,Pine Canyon,36.175697,-121.149815,117
United States of America,California,Monterey,Prunedale,36.80534633,-121.6688203,59.86649704
United States of America,California,Monterey,Salinas,36.7046927,-121.5899645,
United States of America,California,Monterey,Salinas,36.683859,-121.643128,12.83699989
United States of America,California,Monterey,San Ardo,35.9565446,-120.9320576,
United States of America,California,Monterey,San Ardo,36.020333,-120.904859,137.7808685
United States of America,California,Monterey,San Lucas,36.12955,-121.019641,127.8981705
United States of America,California,Monterey,Sand City,36.614759,-121.85006,18.86100006
United States of America,California,Monterey,Seaside,36.61581,-121.833957,34.82874298
United States of America,California,Monterey,Seaside-Monterey,36.6352009,-121.9261448,
United States of America,California,Monterey,Soledad,36.4490795,-121.35228,55.93759537
United States of America,California,Monterey,Soledad,36.3867895,-121.4168715,
United States of America,California,Monterey,Spreckels,36.624606,-121.646554,18.41474915
United States of America,California,Monterey,Toro Park,36.555867,-121.644635,
United States of America,California,Napa,American Canyon,38.168059,-122.252589,16.71115494
United States of America,California,Napa,Angwin,38.574506,-122.448072,526.3936768
United States of America,California,Napa,Angwin,38.5549587,-122.4283032,
United States of America,California,Napa,Calistoga,38.581357,-122.582757,109.0493011
United States of America,California,Napa,Calistoga,38.6339801,-122.5282377,
United States of America,California,Napa,Deer Park,38.537257,-122.472386,160.1526489
United States of America,California,Napa,Lake Berryessa,38.6404729,-122.2866466,
United States of America,California,Napa,Moskowite Corner,38.446317,-122.194511,227
United States of America,California,Napa,Napa,38.304764,-122.298885,13.79645252
United States of America,California,Napa,Napa,38.3381868,-122.2763008,
United States of America,California,Napa,Oakville,38.438372,-122.406772,52
United States of America,California,Napa,Rutherford,38.456785,-122.423136,48
United States of America,California,Napa,Silverado Resort,38.353637,-122.255539,251
United States of America,California,Napa,St. Helena,38.502858,-122.469648,75.5622406
United States of America,California,Napa,St. Helena,38.476171,-122.4673524,
United States of America,California,Napa,Yountville,38.403011,-122.362285,32.21120071
United States of America,California,Nevada,Alta Sierra,39.128952,-121.052442,664.9116211
United States of America,California,Nevada,Donner,39.3964284,-120.358068,
United States of America,California,Nevada,Floriston,39.39293,-120.015119,1675
United States of America,California,Nevada,Graniteville,39.444366,-120.736028,1594
United States of America,California,Nevada,Grass Valley,39.1687002,-121.0737195,
United States of America,California,Nevada,Grass Valley,39.2283675,-121.060497,810.6077881
United States of America,California,Nevada,Kingvale,39.320331,-120.438658,1965
United States of America,California,Nevada,Lake of the Pines,39.038571,-121.061354,477.3618164
United States of America,California,Nevada,Lake Wildwood,39.234885,-121.203026,408.6130371
United States of America,California,Nevada,Nevada City,39.3478111,-120.9187284,
United States of America,California,Nevada,Nevada City,39.2540845,-121.023246,789.7645264
United States of America,California,Nevada,North San Juan,39.371814,-121.106083,495
United States of America,California,Nevada,Penn Valley,39.198214,-121.188965,424.8971252
United States of America,California,Nevada,Rough and Ready,39.234016,-121.138016,428
United States of America,California,Nevada,Soda Springs,39.324805,-120.378749,2065
United States of America,California,Nevada,Truckee,39.342163,-120.203568,1934.635864
United States of America,California,Nevada,Washington,39.359164,-120.790482,1057
United States of America,California,Orange,Aliso Viejo,33.575096,-117.725431,109.9769897
United States of America,California,Orange,Anaheim,33.836165,-117.889769,55.5336647
United States of America,California,Orange,Anaheim-Santa Ana-Garden Grove,33.8278381,-117.8596987,
United States of America,California,Orange,Brea,33.923339,-117.888924,116.3333893
United States of America,California,Orange,Buena Park,33.856214,-118.004169,22.24116516
United States of America,California,Orange,Central Coast,33.6148591,-117.8811023,
United States of America,California,Orange,Costa Mesa,33.666248,-117.9119883,20.80204391
United States of America,California,Orange,Coto de Caza,33.595925,-117.587665,206.5262451
United States of America,California,Orange,Cypress,33.818315,-118.039045,11.39112949
United States of America,California,Orange,Dana Point,33.47221,-117.693038,74.01150513
United States of America,California,Orange,Foothill Ranch,33.688524,-117.664281,327.4786072
United States of America,California,Orange,Fountain Valley,33.719759,-117.940061,11.35313034
United States of America,California,Orange,Fullerton,33.879914,-117.928749,77.78848267
United States of America,California,Orange,Garden Grove,33.775531,-117.9767255,19.87163353
United States of America,California,Orange,Huntington Beach,33.692888,-118.000194,10.69391251
United States of America,California,Orange,Irvine,33.66791975,-117.8049148,31.18000412
United States of America,California,Orange,Irvine-Lake Forest,33.700735,-117.7241772,
United States of America,California,Orange,La Habra,33.929313,-117.951718,85.28086853
United States of America,California,Orange,La Palma,33.849327,-118.043951,14.13436222
United States of America,California,Orange,Ladera Ranch,33.549608,-117.64157,224
United States of America,California,Orange,Laguna Beach,33.531525,-117.769043,47.33460236
United States of America,California,Orange,Laguna Hills,33.59959,-117.699569,124.0122986
United States of America,California,Orange,Laguna Niguel,33.531938,-117.702503,84.72259521
United States of America,California,Orange,Laguna Woods,33.609165,-117.732791,149.4516144
United States of America,California,Orange,Lake Forest,33.638211,-117.686039,148.1121979
United States of America,California,Orange,Las Flores,33.586924,-117.627414,196.3628693
United States of America,California,Orange,Los Alamitos,33.793707,-118.067649,5.295055866
United States of America,California,Orange,Midway City,33.744975,-117.985016,17
United States of America,California,Orange,Mission Viejo,33.61741567,-117.6539733,195.3895264
United States of America,California,Orange,Mission Viejo,33.5627515,-117.5922492,
United States of America,California,Orange,Newport Beach,33.616671,-117.897604,4.952251911
United States of America,California,Orange,Newport Coast,33.5965755,-117.817992,264.3361511
United States of America,California,Orange,North Coast,33.6926411,-118.0288122,
United States of America,California,Orange,North Tustin,33.764601,-117.794301,220
United States of America,California,Orange,Orange,33.791819,-117.795992,111.4996185
United States of America,California,Orange,Placentia,33.882364,-117.85513,87.3242569
United States of America,California,Orange,Portola Hills,33.683672,-117.632872,429.9650574
United States of America,California,Orange,Rancho Santa Margarita,33.641518,-117.594524,306.5231018
United States of America,California,Orange,Rossmoor,33.788917,-118.079721,3.771037102
United States of America,California,Orange,San Clemente,33.449388,-117.605929,101.7394409
United States of America,California,Orange,San Joaquin Hills,33.612357,-117.836691,186.8008881
United States of America,California,Orange,San Juan Capistrano,33.5070325,-117.658346,47.50022125
United States of America,California,Orange,Santa Ana,33.740717,-117.881408,26.89811897
United States of America,California,Orange,Seal Beach,33.7651795,-118.0780285,2.686801434
United States of America,California,Orange,Silverado,33.6886899,-117.5500807,
United States of America,California,Orange,South Coast,33.5044679,-117.7172792,
United States of America,California,Orange,Stanton,33.802365,-117.994555,19.36685944
United States of America,California,Orange,Sunset Beach,33.718206,-118.072159,0
United States of America,California,Orange,Tustin,33.7375165,-117.805884,31.79597664
United States of America,California,Orange,Tustin Foothills,33.765117,-117.799268,73.61208344
United States of America,California,Orange,Villa Park,33.816183,-117.811106,107.7500992
United States of America,California,Orange,Westminster,33.7552925,-117.9846655,12.02247334
United States of America,California,Orange,Yorba Linda,33.886014,-117.789089,158.0410461
United States of America,California,Placer,Alta,39.213802,-120.803274,1069
United States of America,California,Placer,Auburn,38.9388984,-121.1223601,
United States of America,California,Placer,Auburn,38.898671,-121.074399,383.401825
United States of America,California,Placer,Carnelian Bay,39.234707,-120.076662,2189
United States of America,California,Placer,Colfax,39.09726,-120.954017,734.776062
United States of America,California,Placer,Colfax-Monumental Ridge,39.2153276,-120.2438053,
United States of America,California,Placer,Dollar Point,39.188639,-120.108848,1938.252563
United States of America,California,Placer,Dutch Flat,39.208008,-120.834475,958
United States of America,California,Placer,Foresthill,39.019562,-120.836085,944.5454712
United States of America,California,Placer,Foresthill-Back Country,39.0828051,-120.5640417,
United States of America,California,Placer,Granite Bay,38.748504,-121.179793,109.5400467
United States of America,California,Placer,Kings Beach,39.24117,-120.023295,1920.534058
United States of America,California,Placer,Kingvale,39.320331,-120.438658,1965
United States of America,California,Placer,Lake Tahoe,39.1852757,-120.0961442,
United States of America,California,Placer,Lincoln,38.870559,-121.2650725,65.71189117
United States of America,California,Placer,Lincoln,38.8948124,-121.3464636,
United States of America,California,Placer,Loomis,38.816436,-121.192778,111.1629181
United States of America,California,Placer,Meadow Vista,39.003795,-121.029242,505.3544312
United States of America,California,Placer,Newcastle,38.867664,-121.131821,249
United States of America,California,Placer,North Auburn,38.933881,-121.083769,453.9204407
United States of America,California,Placer,Penryn,38.84785,-121.169918,185
United States of America,California,Placer,Rocklin,38.7986411,-121.1835716,
United States of America,California,Placer,Rocklin,38.809171,-121.255604,76.73078156
United States of America,California,Placer,Roseville,38.7566441,-121.3046302,
United States of America,California,Placer,Roseville,38.75741767,-121.291339,49.4277153
United States of America,California,Placer,Sheridan,38.969004,-121.35597,34
United States of America,California,Placer,Sunnyside-Tahoe City,39.150272,-120.149794,1956.021973
United States of America,California,Placer,Tahoe Vista,39.246369,-120.048962,1923.039795
United States of America,California,Placer,Tahoma,39.063305,-120.143827,2074
United States of America,California,Plumas,Almanor,40.216857,-121.177325,1388.794067
United States of America,California,Plumas,Beckwourth,39.827528,-120.40371,1516.532471
United States of America,California,Plumas,Belden,40.006439,-121.252546,673.3582764
United States of America,California,Plumas,Blairsden,39.777736,-120.616367,1321.144409
United States of America,California,Plumas,Bucks Lake,39.872496,-121.178096,1606.997314
United States of America,California,Plumas,C-Road,39.759419,-120.58356,1445.791626
United States of America,California,Plumas,Canyondam,40.169921,-121.075586,1400.950684
United States of America,California,Plumas,Caribou,40.079929,-121.157397,973.6605835
United States of America,California,Plumas,Chester,40.302395,-121.234672,1383.459717
United States of America,California,Plumas,Chester,40.2614735,-121.154435,
United States of America,California,Plumas,Chilcoot-Vinton,39.800609,-120.144398,1537.029785
United States of America,California,Plumas,Clio,39.745044,-120.571412,1341.176758
United States of America,California,Plumas,Crescent Mills,40.096329,-120.912872,1080.431519
United States of America,California,Plumas,Cromberg,39.868589,-120.707044,1283.808472
United States of America,California,Plumas,Delleker,39.811343,-120.497651,1496.606689
United States of America,California,Plumas,East Quincy,39.935153,-120.90767,1064.401855
United States of America,California,Plumas,East Shore,40.242583,-121.077361,1383.928833
United States of America,California,Plumas,Feather River Canyon,39.9913299,-121.2307418,
United States of America,California,Plumas,Gold Mountain,39.761315,-120.519056,1479
United States of America,California,Plumas,Graeagle,39.764319,-120.623262,1345.979858
United States of America,California,Plumas,Graeagle,39.7565884,-120.6678548,
United States of America,California,Plumas,Greenhorn,39.905794,-120.748665,1371.015991
United States of America,California,Plumas,Greenville,40.140069,-120.951268,1093.531128
United States of America,California,Plumas,Greenville,40.127115,-120.7506908,
United States of America,California,Plumas,Hamilton Branch,40.274001,-121.095899,1413.319336
United States of America,California,Plumas,Indian Falls,40.050816,-120.979897,917.8042603
United States of America,California,Plumas,Iron Horse,39.789714,-120.495605,1507.431885
United States of America,California,Plumas,Johnsville,39.779359,-120.693855,1547.473999
United States of America,California,Plumas,Keddie,40.005901,-120.956899,957.1903076
United States of America,California,Plumas,La Porte,39.681908,-120.984732,1512.168945
United States of America,California,Plumas,Lake Almanor Country Club,40.248171,-121.14752,1402.360107
United States of America,California,Plumas,Lake Almanor Peninsula,40.275319,-121.126715,1383.843018
United States of America,California,Plumas,Lake Almanor West,40.235246,-121.20418,1416.244995
United States of America,California,Plumas,Lake Davis,39.868841,-120.472214,1820.906982
United States of America,California,Plumas,Little Grass Valley,39.716311,-120.976287,1550.838379
United States of America,California,Plumas,Mabie,39.77704,-120.544748,1489
United States of America,California,Plumas,Meadow Valley,39.936921,-121.062051,1133.456543
United States of America,California,Plumas,Mohawk Vista,39.78165,-120.580343,1533.523071
United States of America,California,Plumas,Paxton,40.036559,-120.995701,942.6520386
United States of America,California,Plumas,Plumas Eureka,39.789608,-120.651553,1337.200073
United States of America,California,Plumas,Portola,39.9140961,-120.3358146,
United States of America,California,Plumas,Portola,39.810151,-120.469843,1479.472412
United States of America,California,Plumas,Prattville,40.208022,-121.156603,1388.397949
United States of America,California,Plumas,Quincy,39.936279,-120.947921,1047.286865
United States of America,California,Plumas,Quincy,39.8314906,-121.0251013,
United States of America,California,Plumas,Spring Garden,39.907076,-120.796812,1199.343018
United States of America,California,Plumas,Storrie,39.91758,-121.323457,558.8695068
United States of America,California,Plumas,Taylorsville,40.073685,-120.83818,1085.46167
United States of America,California,Plumas,Tobin,39.920539,-121.298918,959.1477661
United States of America,California,Plumas,Twain,40.018101,-121.048898,866.432373
United States of America,California,Plumas,Valley Ranch,39.738392,-120.567839,1353.443237
United States of America,California,Plumas,Warner Valley,40.395657,-121.3177,1677
United States of America,California,Plumas,Whitehawk,39.723136,-120.548805,1379.274658
United States of America,California,Riverside,Aguanga,33.452247,-116.85547,1013
United States of America,California,Riverside,Anza,33.567847,-116.696623,1583
United States of America,California,Riverside,Banning,33.931729,-116.897557,770.2086792
United States of America,California,Riverside,Beaumont,33.8848935,-116.9795065,773.0875854
United States of America,California,Riverside,Bermuda Dunes,33.744503,-116.285241,24.68719482
United States of America,California,Riverside,Blythe,33.5540056,-114.6400095,
United States of America,California,Riverside,Blythe,33.639476,-114.613957,82.35900116
United States of America,California,Riverside,Cabazon,33.909086,-116.766373,496.5083618
United States of America,California,Riverside,Calimesa,33.988116,-117.042918,759.581604
United States of America,California,Riverside,Canyon Lake,33.683575,-117.2640505,440.6298828
United States of America,California,Riverside,Cathedral City,33.81827167,-116.469664,112.0696564
United States of America,California,Riverside,Cathedral City-Palm Desert,33.7416707,-116.4054554,
United States of America,California,Riverside,Cherry Valley,33.974848,-116.9703,879.3289795
United States of America,California,Riverside,Chuckwalla Valley,33.7954484,-115.3758748,
United States of America,California,Riverside,Coachella,33.682669,-116.1416755,-24.56750107
United States of America,California,Riverside,Coachella Valley,33.5912971,-116.0696446,
United States of America,California,Riverside,Corona,33.8685675,-117.5470393,
United States of America,California,Riverside,Corona,33.86712433,-117.5729033,233.9788361
United States of America,California,Riverside,Coronita,33.875836,-117.611361,272
United States of America,California,Riverside,Crestmore Heights,34.02997,-117.395811,382
United States of America,California,Riverside,Desert Center,33.737797,-115.366617,344
United States of America,California,Riverside,Desert Edge,33.922288,-116.440092,358
United States of America,California,Riverside,Desert Hot Springs,33.960996,-116.508073,325.1533203
United States of America,California,Riverside,Desert Hot Springs,33.9308672,-116.5080453,
United States of America,California,Riverside,Desert Palms,33.77894,-116.292945,50
United States of America,California,Riverside,East Blythe,33.598061,-114.584444,81.06112671
United States of America,California,Riverside,East Hemet,33.73612,-116.940305,513.4151001
United States of America,California,Riverside,Eastvale,33.962827,-117.579068,244
United States of America,California,Riverside,El Cerrito,33.834166,-117.525527,279.4783936
United States of America,California,Riverside,El Sobrante,33.872528,-117.46253,504
United States of America,California,Riverside,Elsinore Valley,33.6005059,-117.3594952,
United States of America,California,Riverside,French Valley,33.599848,-117.106975,508
United States of America,California,Riverside,Garnet,33.918917,-116.48959,375
United States of America,California,Riverside,Glen Avon,34.017313,-117.491855,229.8773499
United States of America,California,Riverside,Good Hope,33.770627,-117.277178,663
United States of America,California,Riverside,Green Acres,33.734955,-117.07827,598
United States of America,California,Riverside,Hemet,33.7443385,-117.0119715,462.9520264
United States of America,California,Riverside,Hemet-San Jacinto,33.7430831,-116.9447509,
United States of America,California,Riverside,Highgrove,34.015253,-117.330926,294.612793
United States of America,California,Riverside,Home Gardens,33.87945,-117.511951,212.0909424
United States of America,California,Riverside,Homeland,33.741859,-117.113201,488.2179565
United States of America,California,Riverside,Idyllwild,33.5873827,-116.5995884,
United States of America,California,Riverside,Idyllwild-Pine Cove,33.745509,-116.716114,1624.180298
United States of America,California,Riverside,Indian Wells,33.715755,-116.341109,53.68700027
United States of America,California,Riverside,Indio,33.7116855,-116.2509875,9.198085785
United States of America,California,Riverside,Indio Hills,33.841674,-116.248091,728
United States of America,California,Riverside,Jurupa,33.9845634,-117.5074885,
United States of America,California,Riverside,La Quinta,33.6772895,-116.2821295,11.68700027
United States of America,California,Riverside,Lake Elsinore,33.69078625,-117.314043,452.2897034
United States of America,California,Riverside,Lake Mathews,33.824966,-117.368339,661
United States of America,California,Riverside,Lake Mathews,33.8067444,-117.3967788,
United States of America,California,Riverside,Lake Riverside,33.517135,-116.810477,1116
United States of America,California,Riverside,Lakeland Village,33.638178,-117.348719,408.3344116
United States of America,California,Riverside,Lakeview,33.831218,-117.120153,452.1901245
United States of America,California,Riverside,March AFB,33.8789835,-117.259978,460.4107361
United States of America,California,Riverside,Mead Valley,33.83325,-117.285009,674
United States of America,California,Riverside,Meadowbrook,33.724422,-117.284485,602
United States of America,California,Riverside,Mecca,33.573388,-116.073536,-52.32400131
United States of America,California,Riverside,Menifee,33.690953,-117.184876,620
United States of America,California,Riverside,Mesa Verde,33.595773,-114.731753,122
United States of America,California,Riverside,Mira Loma,33.984613,-117.51521,214.2167816
United States of America,California,Riverside,Moreno Valley,33.92440967,-117.185003,502.2997437
United States of America,California,Riverside,Mountain Center,33.711212,-116.724847,1623
United States of America,California,Riverside,Murrieta,33.5357227,-117.1093924,
United States of America,California,Riverside,Murrieta,33.569566,-117.202453,364.3692932
United States of America,California,Riverside,Murrieta Hot Springs,33.56288,-117.15561,377.867981
United States of America,California,Riverside,Norco,33.9364595,-117.5571113,203.5121002
United States of America,California,Riverside,North Shore,33.515679,-115.909235,50
United States of America,California,Riverside,Nuevo,33.807027,-117.128585,474.6209412
United States of America,California,Riverside,Oasis,33.527521,-116.126114,14
United States of America,California,Riverside,Palm Desert,33.741631,-116.336277,69.68699646
United States of America,California,Riverside,Palm Springs,33.85207267,-116.5338237,167.7382507
United States of America,California,Riverside,Palm Springs,33.7655077,-116.5580622,
United States of America,California,Riverside,Pedley,33.970659,-117.4666285,225.670105
United States of America,California,Riverside,Perris,33.796576,-117.224382,439.3855286
United States of America,California,Riverside,Perris Valley,33.7757584,-117.1715846,
United States of America,California,Riverside,Quail Valley,33.706595,-117.246094,484.0081482
United States of America,California,Riverside,Rancho Mirage,33.769227,-116.42105,75.69999695
United States of America,California,Riverside,Ripley,33.523787,-114.652992,75
United States of America,California,Riverside,Riverside,33.942555,-117.420379,237.5704956
United States of America,California,Riverside,Riverside,33.9371171,-117.3249567,
United States of America,California,Riverside,Romoland,33.745783,-117.174228,440.5780945
United States of America,California,Riverside,Rubidoux,33.981839,-117.429336,250.658432
United States of America,California,Riverside,San Gorgonio Pass,33.93885,-116.915906,
United States of America,California,Riverside,San Jacinto,33.8065715,-117.006041,450.057312
United States of America,California,Riverside,Sedco Hills,33.64069,-117.285842,405.334259
United States of America,California,Riverside,Sky Valley,33.891134,-116.354967,831
United States of America,California,Riverside,Sun City,33.708291,-117.199152,433.2734375
United States of America,California,Riverside,Sunnyslope,34.020613,-117.423352,286.1880188
United States of America,California,Riverside,Temecula,33.503295,-117.123687,379.3234863
United States of America,California,Riverside,Temescal Valley,33.757818,-117.467406,854
United States of America,California,Riverside,Thermal,33.626372,-116.13091,-10
United States of America,California,Riverside,Thousand Palms,33.816493,-116.3965935,68.69999695
United States of America,California,Riverside,Valle Vista,33.75282,-116.898159,530.3740845
United States of America,California,Riverside,Vista Santa Rosa,33.622626,-116.212623,60
United States of America,California,Riverside,Warm Springs,33.702681,-117.332566,496
United States of America,California,Riverside,Whitewater,33.935593,-116.687208,810
United States of America,California,Riverside,Wildomar,33.610485,-117.2705745,399.8276672
United States of America,California,Riverside,Winchester,33.707871,-117.086861,448.3976135
United States of America,California,Riverside,Woodcrest,33.883366,-117.363825,457.9745789
United States of America,California,Sacramento,Antelope,38.715323,-121.36096,26
United States of America,California,Sacramento,Arden-Arcade,38.605154,-121.37975,18.73137474
United States of America,California,Sacramento,Carmichael,38.639431,-121.321348,39.95248795
United States of America,California,Sacramento,Citrus Heights,38.694702,-121.290548,48.59732437
United States of America,California,Sacramento,Clay,38.314038,-121.159588,34
United States of America,California,Sacramento,Courtland,38.33291,-121.557025,1
United States of America,California,Sacramento,Elk Grove,38.4351387,-121.3278496,
United States of America,California,Sacramento,Elk Grove,38.441964,-121.394289,9.887111664
United States of America,California,Sacramento,Elverta,38.718461,-121.445475,22
United States of America,California,Sacramento,Fair Oaks,38.651254,-121.259279,61.77664948
United States of America,California,Sacramento,Florin,38.490157,-121.410862,9.880178452
United States of America,California,Sacramento,Folsom,38.661923,-121.1876153,46.80065918
United States of America,California,Sacramento,Folsom,38.6665966,-121.1416355,
United States of America,California,Sacramento,Foothill Farms,38.681736,-121.347795,46.82880402
United States of America,California,Sacramento,Franklin,38.367521,-121.461628,5
United States of America,California,Sacramento,Freeport,38.462765,-121.502216,5
United States of America,California,Sacramento,Fruitridge Pocket,38.532645,-121.455812,11
United States of America,California,Sacramento,Galt,38.3305865,-121.2066583,
United States of America,California,Sacramento,Galt,38.260842,-121.303122,15.2803278
United States of America,California,Sacramento,Gold River,38.623392,-121.247845,37.99902344
United States of America,California,Sacramento,Herald,38.291297,-121.231813,25
United States of America,California,Sacramento,Hood,38.369291,-121.515488,3
United States of America,California,Sacramento,Isleton,38.1867473,-121.6283288,
United States of America,California,Sacramento,Isleton,38.161861,-121.609269,1.824142933
United States of America,California,Sacramento,La Riviera,38.566773,-121.356772,15.89830399
United States of America,California,Sacramento,Laguna,38.423872,-121.427421,8.388687134
United States of America,California,Sacramento,Laguna West-Lakeside,38.418153,-121.469192,5.315055847
United States of America,California,Sacramento,Lemon Hill,38.517239,-121.457351,10
United States of America,California,Sacramento,Mather,38.548877,-121.283173,33
United States of America,California,Sacramento,McClellan Park,38.662834,-121.40164,22
United States of America,California,Sacramento,North Highlands,38.673003,-121.372698,31.36724281
United States of America,California,Sacramento,Orangevale,38.681903,-121.213824,76.61050415
United States of America,California,Sacramento,Parkway,38.499397,-121.451837,9
United States of America,California,Sacramento,Parkway-South Sacramento,38.511657,-121.452288,8.377093315
United States of America,California,Sacramento,Rancho Cordova,38.585083,-121.297269,29.69735146
United States of America,California,Sacramento,Rancho Cordova,38.5756735,-121.2565443,
United States of America,California,Sacramento,Rancho Murieta,38.503068,-121.084643,63.22434998
United States of America,California,Sacramento,Rio Linda,38.690252,-121.453814,16.30566788
United States of America,California,Sacramento,Rosemont,38.549802,-121.365567,15.3715744
United States of America,California,Sacramento,Sacramento,38.5457216,-121.4254872,
United States of America,California,Sacramento,Sacramento,38.555605,-121.468926,8.377093315
United States of America,California,Sacramento,Sloughhouse,38.5074766,-121.1180411,
United States of America,California,Sacramento,Vineyard,38.464488,-121.346917,26.62602615
United States of America,California,Sacramento,Walnut Grove,38.24349,-121.5121,3.05795455
United States of America,California,Sacramento,Wilton,38.409556,-121.224264,28.1593399
United States of America,California,San Benito,Aromas,36.8872295,-121.639604,49.88766098
United States of America,California,San Benito,Hollister,36.8504475,-121.4214355,84.83575439
United States of America,California,San Benito,Hollister,36.8404204,-121.35607,
United States of America,California,San Benito,Ridgemark,36.810353,-121.362816,153.0756226
United States of America,California,San Benito,San Benito-Bitterwater,36.5362472,-120.9697622,
United States of America,California,San Benito,San Juan Bautista,36.844301,-121.537232,65.28068542
United States of America,California,San Benito,San Juan Bautista,36.8257446,-121.5185873,
United States of America,California,San Benito,Tres Pinos,36.790428,-121.310609,166
United States of America,California,San Bernardino,Adelanto,34.57599,-117.432713,878.3808594
United States of America,California,San Bernardino,Apple Valley,34.511486,-117.21201,896.8289795
United States of America,California,San Bernardino,Baker,35.276918,-116.071734,333
United States of America,California,San Bernardino,Barstow,35.0115494,-117.2393193,
United States of America,California,San Bernardino,Barstow,34.876259,-117.034818,759.5783081
United States of America,California,San Bernardino,Big Bear,34.2018059,-116.9117167,
United States of America,California,San Bernardino,Big Bear City,34.262695,-116.844618,2059.14502
United States of America,California,San Bernardino,Big Bear Lake,34.241295,-116.903289,2081.159668
United States of America,California,San Bernardino,Big River,34.134021,-114.369782,131.4888306
United States of America,California,San Bernardino,Bloomington,34.059462,-117.398728,320.9476318
United States of America,California,San Bernardino,Bluewater,34.180214,-114.250531,113.4944305
United States of America,California,San Bernardino,Chino,34.017765,-117.68999,228.454361
United States of America,California,San Bernardino,Chino Hills,33.975267,-117.723054,233.678421
United States of America,California,San Bernardino,Colton,34.064945,-117.321687,298.5341492
